flag_id,customer_id,flag_type,flag_date,description,severity
F005034,C028427,High Transaction Volume,2022-09-29,Generated flag,High
F005035,C074191,KYC Pending,2025-05-21,Generated flag,Medium
F005036,C040853,High Transaction Volume,2023-02-22,Generated flag,Medium
F005037,C094937,Duplicate Record,2025-05-13,Generated flag,Low
F005038,C030886,KYC Pending,2023-11-03,Generated flag,Low
F005039,C050294,Duplicate Record,2023-09-02,Generated flag,High
F005040,C076752,Duplicate Record,2024-12-01,Generated flag,Low
F005041,C030028,Duplicate Record,2023-03-16,Generated flag,Low
F005042,C092167,Suspicious Activity,2022-10-12,Generated flag,Medium
F005043,C031603,KYC Pending,2025-12-05,Generated flag,Medium
F005044,C022739,Duplicate Record,2023-07-14,Generated flag,Low
F005045,C069217,Duplicate Record,2026-02-08,Generated flag,Low
F005046,C000115,High Transaction Volume,2022-06-16,Generated flag,Medium
F005047,C027698,Duplicate Record,2024-01-01,Generated flag,High
F005048,C057894,Duplicate Record,2024-03-04,Generated flag,Low
F005049,C085810,Duplicate Record,2022-12-10,Generated flag,Low
F005050,C014093,Duplicate Record,2023-11-27,Generated flag,High
F005051,C044386,Suspicious Activity,2025-11-16,Generated flag,High
F005052,C023100,High Transaction Volume,2024-06-21,Generated flag,High
F005053,C094139,High Transaction Volume,2023-12-13,Generated flag,Low
F005054,C018816,Suspicious Activity,2023-07-04,Generated flag,Medium
F005055,C042584,Suspicious Activity,2023-11-19,Generated flag,High
F005056,C057686,Duplicate Record,2026-05-31,Generated flag,Medium
F005057,C053805,KYC Pending,2024-07-15,Generated flag,Low
F005058,C069325,Duplicate Record,2025-11-28,Generated flag,Low
F005059,C015393,KYC Pending,2026-03-05,Generated flag,High
F005060,C066402,KYC Pending,2024-12-16,Generated flag,Medium
F005061,C007642,High Transaction Volume,2024-05-02,Generated flag,High
F005062,C043264,High Transaction Volume,2024-12-19,Generated flag,Low
F005063,C002705,Suspicious Activity,2024-10-16,Generated flag,Medium
F005064,C095947,KYC Pending,2023-08-02,Generated flag,Low
F005065,C097663,KYC Pending,2025-03-15,Generated flag,High
F005066,C009283,High Transaction Volume,2026-04-14,Generated flag,High
F005067,C005377,KYC Pending,2023-07-18,Generated flag,High
F005068,C013939,High Transaction Volume,2024-11-29,Generated flag,High
F005069,C078219,KYC Pending,2026-02-25,Generated flag,Low
F005070,C088688,Duplicate Record,2025-04-22,Generated flag,High
F005071,C020843,KYC Pending,2023-03-27,Generated flag,Low
F005072,C060681,High Transaction Volume,2025-01-01,Generated flag,High
F005073,C060624,Duplicate Record,2022-12-06,Generated flag,High
F005074,C048477,High Transaction Volume,2024-09-22,Generated flag,Medium
F005075,C045040,KYC Pending,2026-03-19,Generated flag,Medium
F005076,C061542,KYC Pending,2025-11-27,Generated flag,High
F005077,C028800,High Transaction Volume,2024-03-20,Generated flag,High
F005078,C005391,Suspicious Activity,2025-04-16,Generated flag,Low
F005079,C078822,Duplicate Record,2023-02-24,Generated flag,Medium
F005080,C048740,KYC Pending,2022-08-17,Generated flag,High
F005081,C094432,KYC Pending,2022-12-02,Generated flag,High
F005082,C066683,KYC Pending,2023-05-21,Generated flag,High
F005083,C099975,High Transaction Volume,2023-02-24,Generated flag,High
F005084,C095286,Suspicious Activity,2023-04-19,Generated flag,Low
F005085,C029816,Suspicious Activity,2022-06-13,Generated flag,Low
F005086,C071543,Suspicious Activity,2022-09-12,Generated flag,Medium
F005087,C001898,Duplicate Record,2025-08-19,Generated flag,High
F005088,C022412,Duplicate Record,2026-03-09,Generated flag,High
F005089,C055548,High Transaction Volume,2024-10-12,Generated flag,Low
F005090,C098612,KYC Pending,2025-08-05,Generated flag,Low
F005091,C077486,KYC Pending,2026-06-04,Generated flag,High
F005092,C084070,KYC Pending,2024-11-30,Generated flag,Low
F005093,C096747,Duplicate Record,2024-04-22,Generated flag,Medium
F005094,C001872,High Transaction Volume,2026-01-20,Generated flag,High
F005095,C005895,KYC Pending,2026-04-27,Generated flag,Low
F005096,C003718,Duplicate Record,2024-02-03,Generated flag,Medium
F005097,C063091,High Transaction Volume,2024-11-13,Generated flag,Low
F005098,C057020,Duplicate Record,2022-09-09,Generated flag,Medium
F005099,C094666,Suspicious Activity,2026-01-23,Generated flag,Low
F005100,C035288,High Transaction Volume,2023-11-29,Generated flag,Low
F005101,C018783,High Transaction Volume,2022-07-23,Generated flag,High
F005102,C070093,Suspicious Activity,2022-08-06,Generated flag,High
F005103,C049341,KYC Pending,2025-04-25,Generated flag,High
F005104,C092952,Suspicious Activity,2023-11-22,Generated flag,Medium
F005105,C023458,Suspicious Activity,2024-02-04,Generated flag,Medium
F005106,C099990,KYC Pending,2022-07-01,Generated flag,Medium
F005107,C080631,KYC Pending,2025-02-22,Generated flag,Low
F005108,C050313,KYC Pending,2024-12-18,Generated flag,Medium
F005109,C036387,Duplicate Record,2024-05-27,Generated flag,High
F005110,C096647,KYC Pending,2024-01-19,Generated flag,Low
F005111,C027559,Suspicious Activity,2022-10-03,Generated flag,High
F005112,C026272,High Transaction Volume,2023-07-27,Generated flag,High
F005113,C036559,High Transaction Volume,2022-06-28,Generated flag,Low
F005114,C070115,KYC Pending,2023-05-06,Generated flag,Low
F005115,C055868,Duplicate Record,2022-12-28,Generated flag,Low
F005116,C015750,High Transaction Volume,2024-10-01,Generated flag,Medium
F005117,C001683,Duplicate Record,2025-02-02,Generated flag,Medium
F005118,C094655,Suspicious Activity,2023-12-15,Generated flag,Low
F005119,C006064,Duplicate Record,2022-12-19,Generated flag,Low
F005120,C099521,Duplicate Record,2025-07-06,Generated flag,High
F005121,C063195,KYC Pending,2026-01-23,Generated flag,High
F005122,C026034,Suspicious Activity,2023-02-12,Generated flag,Medium
F005123,C079021,KYC Pending,2025-02-19,Generated flag,Medium
F005124,C013212,High Transaction Volume,2023-07-20,Generated flag,High
F005125,C048134,Suspicious Activity,2023-05-06,Generated flag,High
F005126,C089382,Duplicate Record,2022-06-12,Generated flag,Medium
F005127,C005278,Duplicate Record,2022-08-13,Generated flag,Medium
F005128,C009755,Suspicious Activity,2025-12-01,Generated flag,Medium
F005129,C012860,Duplicate Record,2025-04-23,Generated flag,Medium
F005130,C007056,Suspicious Activity,2025-12-17,Generated flag,High
F005131,C041110,Duplicate Record,2025-07-29,Generated flag,Medium
F005132,C039074,Duplicate Record,2022-08-31,Generated flag,Low
F005133,C058392,Suspicious Activity,2024-07-04,Generated flag,Low
F005134,C000923,KYC Pending,2025-12-11,Generated flag,Low
F005135,C015968,Suspicious Activity,2026-01-13,Generated flag,High
F005136,C018006,Suspicious Activity,2025-02-04,Generated flag,High
F005137,C031864,High Transaction Volume,2024-10-24,Generated flag,Low
F005138,C025689,Suspicious Activity,2023-04-12,Generated flag,Medium
F005139,C077344,Duplicate Record,2023-02-12,Generated flag,Low
F005140,C012270,KYC Pending,2022-11-09,Generated flag,High
F005141,C072747,Suspicious Activity,2024-01-22,Generated flag,High
F005142,C021048,KYC Pending,2023-05-08,Generated flag,Low
F005143,C077077,KYC Pending,2022-11-21,Generated flag,High
F005144,C082800,KYC Pending,2023-02-25,Generated flag,High
F005145,C087517,High Transaction Volume,2024-04-12,Generated flag,High
F005146,C078865,High Transaction Volume,2026-04-22,Generated flag,High
F005147,C041820,Duplicate Record,2023-06-25,Generated flag,High
F005148,C017727,Duplicate Record,2025-12-12,Generated flag,Medium
F005149,C090372,High Transaction Volume,2024-12-20,Generated flag,High
F005150,C056090,Duplicate Record,2022-07-13,Generated flag,High
F005151,C064101,KYC Pending,2024-12-23,Generated flag,High
F005152,C032449,KYC Pending,2023-08-14,Generated flag,High
F005153,C009679,Suspicious Activity,2023-11-01,Generated flag,Medium
F005154,C085475,Duplicate Record,2025-07-21,Generated flag,High
F005155,C090642,KYC Pending,2025-03-05,Generated flag,Medium
F005156,C036453,KYC Pending,2022-08-25,Generated flag,High
F005157,C007512,High Transaction Volume,2025-08-02,Generated flag,Low
F005158,C088247,Duplicate Record,2023-10-17,Generated flag,High
F005159,C049399,Duplicate Record,2025-08-05,Generated flag,Medium
F005160,C061344,Duplicate Record,2024-02-25,Generated flag,High
F005161,C004703,KYC Pending,2024-04-20,Generated flag,Medium
F005162,C085259,High Transaction Volume,2024-05-06,Generated flag,High
F005163,C059454,KYC Pending,2025-04-17,Generated flag,High
F005164,C071251,KYC Pending,2024-12-21,Generated flag,High
F005165,C080577,KYC Pending,2024-02-22,Generated flag,High
F005166,C032221,High Transaction Volume,2024-03-21,Generated flag,Medium
F005167,C006325,KYC Pending,2022-12-10,Generated flag,High
F005168,C014625,High Transaction Volume,2023-01-08,Generated flag,Low
F005169,C021133,Suspicious Activity,2025-02-11,Generated flag,Low
F005170,C089194,KYC Pending,2024-08-09,Generated flag,Medium
F005171,C067624,Duplicate Record,2025-10-22,Generated flag,High
F005172,C008524,High Transaction Volume,2024-09-13,Generated flag,High
F005173,C084969,Duplicate Record,2026-04-01,Generated flag,Low
F005174,C089876,Duplicate Record,2024-03-14,Generated flag,Medium
F005175,C035668,Duplicate Record,2023-08-23,Generated flag,Low
F005176,C056566,KYC Pending,2025-03-04,Generated flag,Low
F005177,C023764,KYC Pending,2025-11-23,Generated flag,Medium
F005178,C077908,Suspicious Activity,2023-11-07,Generated flag,High
F005179,C050396,Suspicious Activity,2023-04-30,Generated flag,Low
F005180,C008229,High Transaction Volume,2022-11-07,Generated flag,Medium
F005181,C028685,Suspicious Activity,2023-08-22,Generated flag,High
F005182,C091732,KYC Pending,2025-10-12,Generated flag,High
F005183,C069977,KYC Pending,2024-11-03,Generated flag,High
F005184,C080185,Duplicate Record,2024-01-21,Generated flag,High
F005185,C008215,High Transaction Volume,2025-01-05,Generated flag,Low
F005186,C078830,High Transaction Volume,2025-09-08,Generated flag,Low
F005187,C099610,Suspicious Activity,2025-06-04,Generated flag,Low
F005188,C075161,KYC Pending,2025-04-07,Generated flag,High
F005189,C093539,High Transaction Volume,2024-11-14,Generated flag,High
F005190,C055955,Duplicate Record,2022-12-28,Generated flag,High
F005191,C040102,KYC Pending,2023-06-27,Generated flag,Medium
F005192,C040173,High Transaction Volume,2025-07-08,Generated flag,High
F005193,C093409,Duplicate Record,2023-07-31,Generated flag,Low
F005194,C017816,Duplicate Record,2023-02-26,Generated flag,High
F005195,C072175,KYC Pending,2023-11-15,Generated flag,Low
F005196,C088627,Duplicate Record,2025-09-22,Generated flag,Low
F005197,C040902,Duplicate Record,2024-08-21,Generated flag,High
F005198,C096397,High Transaction Volume,2023-11-08,Generated flag,Medium
F005199,C096247,Duplicate Record,2025-12-01,Generated flag,High
F005200,C017703,Duplicate Record,2022-07-18,Generated flag,High
F005201,C026465,High Transaction Volume,2026-01-19,Generated flag,Medium
F005202,C090181,KYC Pending,2025-03-16,Generated flag,Low
F005203,C066539,High Transaction Volume,2024-05-01,Generated flag,Low
F005204,C089307,Suspicious Activity,2024-01-30,Generated flag,Medium
F005205,C047370,Suspicious Activity,2024-03-20,Generated flag,High
F005206,C073611,Duplicate Record,2022-08-19,Generated flag,Medium
F005207,C023471,High Transaction Volume,2025-09-24,Generated flag,Low
F005208,C059473,Duplicate Record,2022-08-21,Generated flag,High
F005209,C058515,Duplicate Record,2023-03-10,Generated flag,High
F005210,C002009,High Transaction Volume,2024-06-01,Generated flag,Low
F005211,C005409,Suspicious Activity,2026-06-05,Generated flag,High
F005212,C094633,KYC Pending,2024-11-21,Generated flag,Low
F005213,C079600,Suspicious Activity,2023-03-04,Generated flag,Low
F005214,C002877,High Transaction Volume,2023-02-13,Generated flag,High
F005215,C060260,Duplicate Record,2024-04-23,Generated flag,Medium
F005216,C019122,KYC Pending,2025-07-15,Generated flag,High
F005217,C042666,KYC Pending,2024-08-10,Generated flag,High
F005218,C094501,High Transaction Volume,2023-06-21,Generated flag,High
F005219,C068503,KYC Pending,2023-06-16,Generated flag,Low
F005220,C026222,Suspicious Activity,2023-08-05,Generated flag,High
F005221,C037886,High Transaction Volume,2024-05-26,Generated flag,Low
F005222,C088110,KYC Pending,2026-04-28,Generated flag,High
F005223,C033844,High Transaction Volume,2024-06-29,Generated flag,High
F005224,C057931,KYC Pending,2024-05-21,Generated flag,Low
F005225,C000620,Suspicious Activity,2026-03-23,Generated flag,Low
F005226,C021236,High Transaction Volume,2023-09-22,Generated flag,Medium
F005227,C041319,Duplicate Record,2024-06-19,Generated flag,High
F005228,C098013,High Transaction Volume,2023-06-26,Generated flag,High
F005229,C049674,Duplicate Record,2025-08-25,Generated flag,High
F005230,C023016,Duplicate Record,2024-03-09,Generated flag,Low
F005231,C040809,Suspicious Activity,2024-10-08,Generated flag,Low
F005232,C023821,KYC Pending,2023-04-02,Generated flag,Low
F005233,C099479,KYC Pending,2023-01-17,Generated flag,Low
F005234,C083124,KYC Pending,2024-05-17,Generated flag,Low
F005235,C052487,Duplicate Record,2022-09-21,Generated flag,High
F005236,C013845,Suspicious Activity,2026-02-13,Generated flag,Medium
F005237,C064382,Suspicious Activity,2025-03-05,Generated flag,Medium
F005238,C085141,KYC Pending,2023-01-04,Generated flag,Low
F005239,C093592,Suspicious Activity,2025-04-30,Generated flag,Medium
F005240,C051606,KYC Pending,2023-06-29,Generated flag,Medium
F005241,C048156,High Transaction Volume,2023-09-30,Generated flag,High
F005242,C000606,High Transaction Volume,2025-07-01,Generated flag,Low
F005243,C058437,Suspicious Activity,2023-11-12,Generated flag,Medium
F005244,C092857,Duplicate Record,2023-11-26,Generated flag,High
F005245,C004534,Suspicious Activity,2024-04-06,Generated flag,Low
F005246,C017484,High Transaction Volume,2025-04-17,Generated flag,High
F005247,C075374,Suspicious Activity,2024-05-31,Generated flag,Low
F005248,C042971,KYC Pending,2022-12-25,Generated flag,Low
F005249,C091825,High Transaction Volume,2022-11-01,Generated flag,Medium
F005250,C047578,High Transaction Volume,2023-05-21,Generated flag,High
F005251,C038092,Suspicious Activity,2026-05-12,Generated flag,High
F005252,C085086,Suspicious Activity,2025-01-26,Generated flag,Low
F005253,C077789,Duplicate Record,2024-12-01,Generated flag,Low
F005254,C001815,Suspicious Activity,2025-04-10,Generated flag,Low
F005255,C063970,Suspicious Activity,2023-11-16,Generated flag,Low
F005256,C087424,KYC Pending,2026-02-11,Generated flag,High
F005257,C040034,Suspicious Activity,2026-02-18,Generated flag,High
F005258,C039915,KYC Pending,2022-11-27,Generated flag,Low
F005259,C000807,Suspicious Activity,2023-01-16,Generated flag,High
F005260,C009874,KYC Pending,2025-01-21,Generated flag,High
F005261,C093921,Suspicious Activity,2026-04-11,Generated flag,High
F005262,C066619,Suspicious Activity,2024-01-01,Generated flag,High
F005263,C021498,Suspicious Activity,2024-06-28,Generated flag,High
F005264,C098369,KYC Pending,2025-01-28,Generated flag,Low
F005265,C049777,Suspicious Activity,2023-02-23,Generated flag,Low
F005266,C003736,High Transaction Volume,2022-12-19,Generated flag,Low
F005267,C079628,Suspicious Activity,2026-01-03,Generated flag,Medium
F005268,C034991,Suspicious Activity,2025-08-28,Generated flag,High
F005269,C016822,Suspicious Activity,2022-12-11,Generated flag,Low
F005270,C057804,KYC Pending,2025-04-28,Generated flag,Medium
F005271,C043750,Duplicate Record,2024-02-11,Generated flag,Medium
F005272,C084584,Suspicious Activity,2022-07-20,Generated flag,High
F005273,C071390,Suspicious Activity,2022-07-23,Generated flag,High
F005274,C073019,Suspicious Activity,2026-06-04,Generated flag,High
F005275,C094991,High Transaction Volume,2022-10-13,Generated flag,High
F005276,C028735,High Transaction Volume,2026-05-07,Generated flag,Medium
F005277,C064572,KYC Pending,2025-02-26,Generated flag,Low
F005278,C013132,KYC Pending,2025-06-26,Generated flag,Low
F005279,C089439,Suspicious Activity,2022-08-13,Generated flag,Medium
F005280,C026939,KYC Pending,2026-04-20,Generated flag,High
F005281,C006212,KYC Pending,2023-01-29,Generated flag,Medium
F005282,C006264,Suspicious Activity,2024-10-20,Generated flag,High
F005283,C035408,Duplicate Record,2022-12-14,Generated flag,Low
F005284,C013160,High Transaction Volume,2023-11-30,Generated flag,High
F005285,C040099,Duplicate Record,2025-06-28,Generated flag,Low
F005286,C048117,KYC Pending,2023-10-15,Generated flag,Medium
F005287,C090780,Suspicious Activity,2022-12-30,Generated flag,High
F005288,C079660,High Transaction Volume,2025-06-24,Generated flag,Medium
F005289,C051363,Suspicious Activity,2024-11-15,Generated flag,Low
F005290,C007439,High Transaction Volume,2023-06-10,Generated flag,Low
F005291,C080776,Duplicate Record,2024-10-16,Generated flag,High
F005292,C098978,Duplicate Record,2025-04-28,Generated flag,Low
F005293,C034232,KYC Pending,2024-04-24,Generated flag,Medium
F005294,C090444,High Transaction Volume,2024-12-27,Generated flag,Medium
F005295,C054719,Duplicate Record,2022-06-09,Generated flag,High
F005296,C022117,KYC Pending,2024-02-21,Generated flag,Low
F005297,C078174,High Transaction Volume,2023-08-04,Generated flag,Medium
F005298,C086582,Duplicate Record,2023-07-27,Generated flag,Medium
F005299,C099404,High Transaction Volume,2023-10-23,Generated flag,Low
F005300,C043388,High Transaction Volume,2025-01-08,Generated flag,Low
F005301,C033535,KYC Pending,2022-10-11,Generated flag,High
F005302,C066084,High Transaction Volume,2023-02-06,Generated flag,Low
F005303,C082823,High Transaction Volume,2023-04-29,Generated flag,Medium
F005304,C056724,KYC Pending,2024-07-29,Generated flag,High
F005305,C063741,Duplicate Record,2022-12-13,Generated flag,Medium
F005306,C085333,KYC Pending,2024-11-08,Generated flag,Low
F005307,C037711,Duplicate Record,2023-06-30,Generated flag,Low
F005308,C033016,Suspicious Activity,2025-09-01,Generated flag,High
F005309,C066358,Suspicious Activity,2025-02-09,Generated flag,Medium
F005310,C048716,KYC Pending,2023-08-21,Generated flag,Medium
F005311,C003406,KYC Pending,2023-07-15,Generated flag,Medium
F005312,C049917,KYC Pending,2024-12-01,Generated flag,Medium
F005313,C085317,KYC Pending,2026-04-29,Generated flag,High
F005314,C028922,High Transaction Volume,2024-11-29,Generated flag,Medium
F005315,C036429,Suspicious Activity,2025-01-03,Generated flag,Medium
F005316,C056587,KYC Pending,2024-04-19,Generated flag,Medium
F005317,C036513,Duplicate Record,2023-07-24,Generated flag,High
F005318,C057336,High Transaction Volume,2025-05-28,Generated flag,Low
F005319,C050454,Duplicate Record,2023-02-22,Generated flag,Medium
F005320,C069145,Suspicious Activity,2024-03-15,Generated flag,High
F005321,C022820,High Transaction Volume,2022-11-17,Generated flag,High
F005322,C004200,Suspicious Activity,2024-03-31,Generated flag,High
F005323,C020298,Suspicious Activity,2022-08-05,Generated flag,Low
F005324,C070436,KYC Pending,2024-10-01,Generated flag,Medium
F005325,C053241,High Transaction Volume,2024-05-26,Generated flag,Low
F005326,C088865,Duplicate Record,2025-07-06,Generated flag,Medium
F005327,C097903,Duplicate Record,2025-05-18,Generated flag,Low
F005328,C096498,High Transaction Volume,2025-10-02,Generated flag,Low
F005329,C067852,High Transaction Volume,2022-08-28,Generated flag,Medium
F005330,C090104,KYC Pending,2026-01-14,Generated flag,High
F005331,C047083,Duplicate Record,2022-10-15,Generated flag,Medium
F005332,C042745,High Transaction Volume,2023-06-10,Generated flag,High
F005333,C097064,Suspicious Activity,2022-08-29,Generated flag,Medium
F005334,C079092,Suspicious Activity,2025-01-06,Generated flag,Medium
F005335,C081088,High Transaction Volume,2023-03-14,Generated flag,Medium
F005336,C031878,Suspicious Activity,2023-11-23,Generated flag,High
F005337,C011834,KYC Pending,2024-09-26,Generated flag,Low
F005338,C056781,High Transaction Volume,2022-10-21,Generated flag,Low
F005339,C055427,Duplicate Record,2022-09-08,Generated flag,High
F005340,C025466,KYC Pending,2025-02-18,Generated flag,Medium
F005341,C064123,Suspicious Activity,2022-09-01,Generated flag,Medium
F005342,C053877,Duplicate Record,2024-05-02,Generated flag,High
F005343,C034573,Suspicious Activity,2026-05-26,Generated flag,Low
F005344,C058577,High Transaction Volume,2024-09-03,Generated flag,High
F005345,C032409,KYC Pending,2022-07-19,Generated flag,Low
F005346,C094377,High Transaction Volume,2023-03-14,Generated flag,High
F005347,C090614,High Transaction Volume,2025-10-08,Generated flag,Low
F005348,C070225,Duplicate Record,2024-02-26,Generated flag,Low
F005349,C026267,KYC Pending,2024-09-15,Generated flag,Low
F005350,C072524,High Transaction Volume,2025-07-31,Generated flag,High
F005351,C092343,High Transaction Volume,2022-08-04,Generated flag,High
F005352,C049262,High Transaction Volume,2026-04-11,Generated flag,Medium
F005353,C094393,KYC Pending,2023-08-07,Generated flag,Medium
F005354,C045321,KYC Pending,2023-08-13,Generated flag,High
F005355,C060666,High Transaction Volume,2024-05-26,Generated flag,Low
F005356,C056428,KYC Pending,2025-08-28,Generated flag,Low
F005357,C034534,Duplicate Record,2024-11-07,Generated flag,High
F005358,C086407,KYC Pending,2025-08-03,Generated flag,Low
F005359,C000588,High Transaction Volume,2022-12-03,Generated flag,Low
F005360,C081792,Suspicious Activity,2023-06-02,Generated flag,High
F005361,C061262,KYC Pending,2026-04-29,Generated flag,Low
F005362,C035021,Suspicious Activity,2023-04-14,Generated flag,High
F005363,C037685,Suspicious Activity,2023-12-14,Generated flag,Low
F005364,C056301,High Transaction Volume,2025-01-11,Generated flag,High
F005365,C029477,KYC Pending,2024-09-25,Generated flag,High
F005366,C062377,Suspicious Activity,2024-06-07,Generated flag,Medium
F005367,C030246,KYC Pending,2024-02-09,Generated flag,Medium
F005368,C004300,Suspicious Activity,2023-02-09,Generated flag,Medium
F005369,C065504,Duplicate Record,2024-02-10,Generated flag,High
F005370,C099659,KYC Pending,2023-02-14,Generated flag,High
F005371,C069895,Suspicious Activity,2025-09-14,Generated flag,Low
F005372,C083989,Suspicious Activity,2023-03-26,Generated flag,Medium
F005373,C068138,High Transaction Volume,2022-10-23,Generated flag,Medium
F005374,C006209,High Transaction Volume,2022-12-11,Generated flag,Medium
F005375,C060025,KYC Pending,2024-01-20,Generated flag,Low
F005376,C021296,Suspicious Activity,2023-11-09,Generated flag,Low
F005377,C075705,Suspicious Activity,2022-08-16,Generated flag,Low
F005378,C049226,KYC Pending,2023-10-12,Generated flag,Low
F005379,C092281,KYC Pending,2025-06-11,Generated flag,High
F005380,C051167,KYC Pending,2023-03-11,Generated flag,Medium
F005381,C007824,High Transaction Volume,2026-03-01,Generated flag,High
F005382,C032322,Duplicate Record,2024-05-10,Generated flag,Low
F005383,C042561,High Transaction Volume,2025-06-22,Generated flag,Medium
F005384,C024693,KYC Pending,2024-05-26,Generated flag,Medium
F005385,C025818,Suspicious Activity,2024-07-28,Generated flag,Low
F005386,C058165,Suspicious Activity,2022-12-11,Generated flag,Low
F005387,C028005,Suspicious Activity,2026-01-04,Generated flag,Low
F005388,C013968,Duplicate Record,2025-11-10,Generated flag,Medium
F005389,C081134,KYC Pending,2025-07-31,Generated flag,High
F005390,C086125,Duplicate Record,2025-04-27,Generated flag,High
F005391,C022824,High Transaction Volume,2024-04-13,Generated flag,Medium
F005392,C095054,KYC Pending,2025-11-14,Generated flag,Low
F005393,C017075,High Transaction Volume,2024-02-12,Generated flag,Low
F005394,C039782,Suspicious Activity,2026-03-09,Generated flag,Medium
F005395,C028300,High Transaction Volume,2022-07-12,Generated flag,Low
F005396,C069519,High Transaction Volume,2024-07-31,Generated flag,Low
F005397,C085266,High Transaction Volume,2025-01-18,Generated flag,Low
F005398,C017164,KYC Pending,2026-03-04,Generated flag,Low
F005399,C037217,KYC Pending,2026-04-25,Generated flag,Medium
F005400,C092331,Duplicate Record,2023-10-05,Generated flag,Low
F005401,C045306,Suspicious Activity,2024-02-06,Generated flag,Low
F005402,C089466,Suspicious Activity,2024-03-02,Generated flag,High
F005403,C019069,KYC Pending,2025-03-23,Generated flag,Medium
F005404,C012471,Duplicate Record,2023-05-22,Generated flag,High
F005405,C099782,KYC Pending,2023-02-06,Generated flag,Medium
F005406,C088164,Suspicious Activity,2023-12-07,Generated flag,Medium
F005407,C018180,KYC Pending,2024-05-16,Generated flag,High
F005408,C014725,High Transaction Volume,2025-01-09,Generated flag,Medium
F005409,C091914,High Transaction Volume,2024-07-21,Generated flag,Medium
F005410,C010399,High Transaction Volume,2024-10-09,Generated flag,Medium
F005411,C022453,Duplicate Record,2024-02-21,Generated flag,High
F005412,C028244,High Transaction Volume,2022-12-14,Generated flag,Medium
F005413,C007062,KYC Pending,2023-08-25,Generated flag,Low
F005414,C041433,Suspicious Activity,2022-09-06,Generated flag,High
F005415,C075197,Suspicious Activity,2024-09-08,Generated flag,Low
F005416,C081951,Suspicious Activity,2026-03-23,Generated flag,Medium
F005417,C087771,Suspicious Activity,2023-10-12,Generated flag,Medium
F005418,C024703,High Transaction Volume,2024-04-08,Generated flag,Low
F005419,C032252,Duplicate Record,2023-05-01,Generated flag,Medium
F005420,C027561,High Transaction Volume,2023-06-24,Generated flag,Low
F005421,C043823,Duplicate Record,2023-07-20,Generated flag,Low
F005422,C065126,KYC Pending,2022-11-30,Generated flag,High
F005423,C064746,High Transaction Volume,2025-07-10,Generated flag,High
F005424,C099927,KYC Pending,2023-07-16,Generated flag,Medium
F005425,C057361,KYC Pending,2023-04-24,Generated flag,Low
F005426,C024701,Suspicious Activity,2024-10-31,Generated flag,Medium
F005427,C037309,Duplicate Record,2022-06-09,Generated flag,Low
F005428,C054466,High Transaction Volume,2023-12-25,Generated flag,Medium
F005429,C002107,KYC Pending,2022-11-03,Generated flag,Medium
F005430,C053860,Suspicious Activity,2024-01-13,Generated flag,High
F005431,C007940,Duplicate Record,2023-11-03,Generated flag,Low
F005432,C057466,Duplicate Record,2024-09-09,Generated flag,High
F005433,C013125,High Transaction Volume,2025-10-19,Generated flag,Medium
F005434,C013030,High Transaction Volume,2023-10-05,Generated flag,Medium
F005435,C058128,High Transaction Volume,2025-12-12,Generated flag,Low
F005436,C034864,Suspicious Activity,2023-06-10,Generated flag,High
F005437,C098357,Suspicious Activity,2025-12-05,Generated flag,High
F005438,C000733,Duplicate Record,2025-03-15,Generated flag,Low
F005439,C060453,Suspicious Activity,2025-10-13,Generated flag,Medium
F005440,C031768,KYC Pending,2024-10-20,Generated flag,Low
F005441,C089953,KYC Pending,2022-07-27,Generated flag,Low
F005442,C003976,Suspicious Activity,2025-08-18,Generated flag,High
F005443,C050986,Duplicate Record,2024-09-03,Generated flag,Medium
F005444,C028107,High Transaction Volume,2024-12-17,Generated flag,Low
F005445,C042739,Suspicious Activity,2024-06-07,Generated flag,Low
F005446,C076961,Duplicate Record,2023-10-18,Generated flag,Low
F005447,C094619,Suspicious Activity,2026-05-24,Generated flag,High
F005448,C043719,Duplicate Record,2023-10-11,Generated flag,High
F005449,C054008,Suspicious Activity,2023-03-25,Generated flag,Medium
F005450,C030160,KYC Pending,2025-12-07,Generated flag,High
F005451,C064577,High Transaction Volume,2024-09-06,Generated flag,Medium
F005452,C011052,Suspicious Activity,2024-03-02,Generated flag,Low
F005453,C023553,KYC Pending,2025-03-31,Generated flag,Medium
F005454,C030338,Suspicious Activity,2023-01-15,Generated flag,High
F005455,C052176,High Transaction Volume,2023-05-14,Generated flag,Low
F005456,C046353,High Transaction Volume,2025-01-03,Generated flag,Low
F005457,C014332,Suspicious Activity,2022-11-14,Generated flag,Medium
F005458,C081211,Suspicious Activity,2025-09-19,Generated flag,Medium
F005459,C087337,Suspicious Activity,2024-08-29,Generated flag,Medium
F005460,C007225,Duplicate Record,2024-01-06,Generated flag,Medium
F005461,C055661,Suspicious Activity,2025-07-15,Generated flag,High
F005462,C025835,Duplicate Record,2026-03-03,Generated flag,High
F005463,C073638,KYC Pending,2024-03-05,Generated flag,Low
F005464,C045957,Duplicate Record,2025-09-02,Generated flag,Low
F005465,C024533,High Transaction Volume,2025-10-18,Generated flag,Low
F005466,C030604,High Transaction Volume,2023-02-05,Generated flag,Low
F005467,C011456,Suspicious Activity,2025-04-23,Generated flag,Medium
